image_path,annotation
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25717_y9773_side1536.jpg,0 1210 654 1403 733;0 1276 509 1357 681;0 1190 483 1298 617;0 806 347 858 476;0 682 374 794 456;0 926 1086 1073 1166;0 473 895 602 1045;0 1344 1261 1468 1331;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26444_y10209_side1536.jpg,0 483 218 676 297;0 549 73 630 245;0 463 47 571 181;0 199 650 346 730;0 617 825 741 895;0 793 912 987 1183;0 1240 444 1289 535;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27418_y9804_side1536.jpg,0 266 849 315 940;0 796 993 906 1068;0 710 854 877 968;0 1197 603 1295 709;0 1368 400 1455 553;0 1053 466 1138 579;0 925 437 1034 576;0 1422 12 1484 152;0 1041 121 1167 273;0 91 88 248 256;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27856_y9261_side1536.jpg,0 272 1397 439 1511;0 759 1146 857 1252;0 930 943 1017 1096;0 615 1009 700 1122;0 487 980 596 1119;0 465 442 579 502;0 984 555 1046 695;0 1266 374 1424 691;0 603 664 729 816;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28482_y9358_side1536.jpg,0 133 1049 231 1155;0 304 846 391 999;0 358 458 420 598;0 640 277 798 594;0 852 748 933 910;0 875 560 951 695;0 1319 1038 1392 1146;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26704_y9048_side1536.jpg,0 223 1379 416 1458;0 289 1234 370 1406;0 203 1208 311 1342;0 805 844 962 1012;0 579 947 729 1073;0 779 453 943 601;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27111_y7537_side1536.jpg,0 614 1038 714 1165;0 581 866 692 979;0 681 663 845 915;0 692 567 801 704;0 834 348 966 523;0 1321 219 1383 363;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27784_y6791_side1536.jpg,0 19 1313 128 1450;0 161 1094 293 1269;0 648 965 710 1109;0 934 719 995 878;0 1115 916 1192 1069;0 352 440 416 561;0 119 456 206 557;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27674_y5882_side1536.jpg,0 462 1349 526 1470;0 229 1365 316 1466;0 505 731 699 838;0 1179 885 1350 995;0 815 74 906 167;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28387_y6037_side1536.jpg,0 466 730 637 840;0 901 695 1070 809;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27806_y4847_side1536.jpg,0 722 921 779 1047;0 683 1109 774 1202;0 580 799 672 888;0 858 759 1039 903;0 1069 736 1230 804;0 1233 914 1436 983;0 740 284 828 477;0 1061 146 1161 332;0 169 451 237 530;0 163 599 254 687;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26735_y4522_side1536.jpg,0 1240 776 1308 855;0 1234 924 1325 1012;0 878 633 964 741;0 819 953 1112 1145;0 515 432 696 543;0 239 756 389 829;0 370 930 468 1009;0 367 829 467 903;0 217 542 299 704;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24696_y4600_side1536.jpg,0 1002 754 1092 882;0 390 636 588 704;0 569 833 674 899;0 56 1249 174 1379;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24055_y4779_side1536.jpg,0 1031 457 1229 525;0 1210 654 1315 720;0 508 346 668 458;0 236 636 313 780;0 239 849 309 988;0 697 1070 815 1200;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23457_y5281_side1536.jpg,0 834 134 911 278;0 837 347 907 486;0 1295 568 1413 698;0 473 613 638 706;0 800 1296 908 1364;1 933 1172 1031 1318;1 1051 1210 1112 1360;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23527_y6057_side1536.jpg,0 730 520 838 588;0 647 742 750 834;1 863 396 961 542;1 981 434 1042 584;0 476 1038 574 1098;0 584 913 721 985;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22136_y6594_side1536.jpg,0 778 808 856 992;0 677 364 761 480;0 252 126 310 269;0 349 15 484 187;0 123 257 246 412;0 36 270 89 434;0 558 1009 885 1220;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20474_y6943_side1536.jpg,0 805 907 907 995;0 693 1048 827 1111;0 711 753 810 844;0 832 607 922 769;0 848 419 982 555;0 539 415 704 500;0 840 41 942 204;0 236 61 411 144;0 185 1342 247 1493;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20889_y6217_side1536.jpg,0 1370 634 1493 789;0 1283 647 1336 811;0 417 1333 507 1495;0 433 1145 567 1281;0 124 1141 289 1226;0 425 767 527 930;0 693 443 794 568;0 903 494 1021 561;0 981 260 1149 388;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20341_y6037_side1536.jpg,0 981 1325 1115 1461;0 672 1321 837 1406;0 973 947 1075 1110;0 1241 623 1342 748;0 537 431 771 584;0 369 967 544 1050;0 163 893 327 1136;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19390_y6086_side1536.jpg,0 1320 918 1495 1001;0 1114 844 1278 1087;0 797 624 874 784;0 84 494 174 649;0 210 1194 369 1296;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18798_y6947_side1536.jpg,0 802 333 961 435;0 648 538 968 785;0 1273 1143 1500 1253;0 964 1344 1141 1505;0 593 1079 717 1225;0 192 1403 341 1491;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19774_y7491_side1536.jpg,0 1393 500 1527 563;0 1411 205 1510 296;0 297 599 524 709;0 668 509 732 682;0 885 794 947 945;0 638 970 774 1041;0 126 1165 221 1243;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19474_y8127_side1536.jpg,0 1185 158 1247 309;0 938 334 1074 405;0 288 164 465 325;0 426 529 521 607;0 925 943 1025 1021;0 1021 784 1107 936;0 532 1048 617 1216;0 945 1105 1039 1229;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18801_y8868_side1536.jpg,0 1205 307 1290 475;0 568 504 673 580;0 397 430 595 592;0 258 564 320 664;0 681 1027 813 1185;0 200 1065 512 1227;0 445 1228 665 1414;0 749 1346 863 1483;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18495_y9572_side1536.jpg,0 987 323 1119 481;0 506 361 818 523;0 751 524 971 710;0 1055 642 1169 779;1 957 877 1196 1282;0 74 1218 240 1324;0 393 1066 458 1203;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17827_y10325_side1536.jpg,0 742 465 908 571;0 1061 313 1126 450;0 1046 889 1173 951;0 571 709 728 796;0 622 972 746 1095;0 385 1076 471 1234;0 230 436 284 569;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17628_y11037_side1536.jpg,0 1245 177 1372 239;0 821 260 945 383;0 584 364 670 522;0 811 950 1009 1237;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x15564_y12542_side1536.jpg,0 637 713 688 879;0 1129 645 1276 753;0 283 780 387 895;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x14873_y11191_side1536.jpg,0 725 901 907 979;0 1136 529 1293 711;0 1351 388 1495 575;0 610 509 737 704;0 49 970 179 1141;0 38 155 122 306;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16306_y11266_side1536.jpg,0 729 688 808 848;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x12511_y14434_side1536.jpg,0 506 707 597 878;0 927 597 1044 890;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x13392_y14360_side1536.jpg,0 46 671 163 964;0 602 967 836 1190;0 1011 1070 1086 1239;0 983 934 1104 1063;0 1365 828 1500 967;0 1269 621 1332 757;0 830 336 971 427;0 894 570 1060 737;0 697 408 798 548;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x11933_y13672_side1536.jpg,0 714 682 822 854;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x13623_y13575_side1536.jpg,0 599 1121 740 1212;0 663 1355 829 1522;0 466 1193 567 1333;0 518 715 614 835;0 637 584 713 742;0 836 289 900 408;0 1075 220 1146 348;0 384 46 470 151;0 930 509 998 620;0 1410 563 1498 680;0 1279 871 1439 962;0 1276 1149 1495 1258;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x13729_y12863_side1536.jpg,0 531 1296 607 1454;0 730 1001 794 1120;0 969 932 1040 1060;0 648 405 774 652;0 1315 654 1446 748;0 87 184 225 337;0 278 758 364 863;0 824 1221 892 1332;0 1304 1275 1392 1392;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x13070_y12628_side1536.jpg,0 1389 1236 1453 1355;0 1307 640 1433 887;0 483 439 631 542;0 746 419 884 572;0 937 993 1023 1098;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x11914_y12110_side1536.jpg,0 784 760 896 825;0 795 1081 864 1204;0 417 934 605 977;0 426 852 494 888;0 324 736 404 852;0 473 368 592 421;0 1032 507 1098 587;0 1122 397 1224 482;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x11283_y11448_side1536.jpg,0 1415 1422 1527 1487;0 955 1398 1035 1514;0 1104 1030 1223 1083;0 729 446 847 515;0 344 601 401 728;0 220 1033 306 1109;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x10351_y11403_side1536.jpg,0 1276 646 1333 773;0 1152 1078 1238 1154;0 788 829 884 945;0 709 750 766 899;0 315 883 440 927;0 348 988 478 1055;0 24 997 128 1141;0 392 633 522 724;0 404 492 488 560;0 465 365 537 475;0 178 367 285 540;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16509_y50049_side1536.jpg,0 366 794 500 894;0 812 950 927 1100;0 1021 442 1187 580;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x17979_y48035_side1536.jpg,0 377 1065 539 1133;0 352 934 468 1102;0 731 641 886 799;0 1177 1367 1304 1453;0 1467 1168 1536 1298;0 1206 796 1253 931;0 1095 705 1160 818;0 1307 344 1474 451;0 933 306 1255 457;0 1280 38 1453 248;0 542 393 623 483;0 342 252 505 381;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18642_y48043_side1536.jpg,0 68 633 223 791;0 514 1359 641 1445;0 804 1160 873 1290;0 543 788 590 923;0 432 697 497 810;0 841 641 888 823;0 922 402 1060 527;0 644 336 811 443;0 270 298 592 449;0 617 30 790 240;0 1185 1026 1291 1099;0 1272 1126 1346 1205;0 1340 1046 1442 1173;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x16897_y47673_side1536.jpg,0 661 1077 745 1173;0 770 381 897 444;0 947 322 1117 403;0 1139 46 1311 292;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18428_y47060_side1536.jpg,0 1136 1385 1274 1510;0 858 1319 1025 1426;0 484 1281 806 1432;0 831 1013 1004 1223;0 93 1368 174 1458;0 577 442 661 600;0 794 380 938 459;0 849 855 932 917;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18843_y49658_side1536.jpg,0 405 524 486 715;0 615 979 706 1143;0 363 989 427 1119;0 1081 410 1203 540;0 1401 51 1523 218;0 318 1399 427 1519;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19770_y49277_side1536.jpg,0 154 791 276 921;0 550 764 703 884;0 474 432 596 599;0 732 515 863 574;0 946 474 1094 661;0 764 434 914 518;0 926 372 1060 474;0 1335 577 1428 759;0 1261 1055 1384 1135;0 552 1062 740 1165;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20658_y49252_side1536.jpg,0 58 499 206 686;0 38 397 172 499;0 447 602 540 784;0 691 656 782 772;0 373 1080 496 1160;0 764 1143 840 1320;0 1130 1089 1212 1168;0 997 715 1157 809;0 953 270 1081 340;0 1385 388 1478 448;0 1367 501 1447 572;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x21098_y49578_side1536.jpg,0 7 276 100 458;0 251 330 342 446;0 324 817 400 994;0 690 763 772 842;0 557 389 717 483;0 1002 1046 1200 1122;0 945 62 1038 122;0 927 175 1007 246;0 1109 381 1240 524;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x20235_y50535_side1536.jpg,0 934 813 1074 885;0 981 907 1047 1109;0 833 909 964 964;0 207 814 410 899;0 417 675 607 740;0 605 480 667 578;0 1163 570 1295 639;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x19363_y51159_side1536.jpg,0 1079 190 1282 275;0 1289 51 1479 116;0 977 955 1110 1072;0 401 460 587 588;0 258 517 341 701;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x18702_y50679_side1536.jpg,0 1062 940 1248 1068;0 919 997 1002 1181;0 477 1064 602 1133;0 312 833 450 956;0 459 378 568 498;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x21325_y51580_side1536.jpg,0 974 534 1070 654;0 965 856 1076 912;0 280 648 427 743;0 1123 913 1244 973;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22958_y51820_side1536.jpg,0 671 702 796 857;0 262 107 361 250;0 1185 868 1266 982;0 1184 1249 1263 1408;0 966 1293 1089 1425;0 906 1148 1027 1257;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22309_y50619_side1536.jpg,0 911 1308 1010 1451;0 502 783 652 872;0 1250 1056 1324 1212;0 1344 308 1408 444;0 1273 117 1335 259;0 881 84 970 229;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23422_y50489_side1536.jpg,0 137 1186 211 1342;0 910 765 985 952;0 721 744 852 803;0 563 621 615 736;0 231 438 295 574;0 160 247 222 389;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x24322_y49808_side1536.jpg,0 654 1013 768 1120;0 766 766 796 902;0 965 613 1058 663;0 946 454 984 558;0 842 493 916 668;0 489 635 560 719;0 583 423 636 518;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x25013_y49428_side1536.jpg,0 75 1146 105 1282;0 274 993 367 1043;0 255 834 293 938;0 151 873 225 1048;0 721 581 851 676;0 1271 434 1428 605;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27025_y48642_side1536.jpg,0 1009 587 1172 706;0 1120 780 1211 864;0 1036 886 1135 957;0 901 742 1086 829;0 1101 1161 1275 1275;0 689 348 764 485;0 535 260 630 377;0 210 287 489 646;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27314_y49323_side1536.jpg,0 831 99 922 183;0 747 205 846 276;0 612 61 797 148;0 812 480 986 594;0 833 694 918 867;0 625 943 713 1054;0 575 1105 656 1189;0 307 1002 496 1157;0 1104 1351 1166 1514;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26784_y49657_side1536.jpg,0 1342 146 1516 260;0 1363 360 1448 533;0 1155 609 1243 720;0 1105 771 1186 855;0 837 668 1026 823;0 408 628 598 783;0 285 798 389 948;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28068_y50175_side1536.jpg,0 350 499 412 662;0 801 723 963 854;0 906 893 1062 1019;0 1106 689 1204 889;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28596_y49557_side1536.jpg,0 273 1341 435 1472;0 578 1307 676 1507;0 723 608 807 741;0 979 768 1077 891;0 1159 686 1250 891;0 1117 1112 1232 1317;0 879 354 933 446;0 288 69 376 192;0 1212 1441 1408 1509;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27243_y47271_side1536.jpg,0 753 832 825 1002;0 898 1125 987 1182;0 478 877 714 1236;0 442 350 595 415;0 1073 690 1185 802;0 1033 581 1115 656;0 913 486 1061 585;0 397 1052 510 1135;0 371 890 443 974;0 464 650 523 843;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x28453_y47995_side1536.jpg,0 944 800 1047 1036;0 501 541 581 696;0 293 200 440 399;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x29622_y47875_side1536.jpg,0 676 1054 797 1150;0 905 1049 979 1199;0 548 967 641 1042;0 573 697 730 788;0 708 374 816 453;0 703 236 854 291;0 1392 525 1525 675;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30473_y47640_side1536.jpg,0 54 1284 128 1434;0 541 760 674 910;0 628 653 790 749;0 889 653 969 831;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30772_y48361_side1536.jpg,0 242 39 375 189;0 601 673 825 841;0 1172 565 1284 698;0 291 1181 447 1267;0 857 1252 963 1365;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30731_y48973_side1536.jpg,0 642 61 866 229;0 332 569 488 655;0 694 800 948 1008;0 898 640 1004 753;0 1337 1035 1425 1191;0 443 797 664 1114;0 76 997 234 1216;0 269 1348 391 1437;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30071_y49385_side1536.jpg,0 992 157 1148 243;0 1103 385 1324 702;0 736 585 894 804;0 929 936 1051 1025;0 478 550 545 698;0 278 1291 369 1384;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x29712_y50195_side1536.jpg,0 43 48 134 253;0 1 474 116 679;0 1288 126 1410 215;0 637 481 728 574;0 693 962 836 1055;0 1290 551 1397 757;0 96 803 292 871;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30695_y50291_side1536.jpg,0 305 30 427 119;0 307 455 414 661;0 464 935 660 1023;0 969 640 1050 762;0 1109 679 1244 717;0 1020 755 1196 806;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31380_y50362_side1536.jpg,0 284 569 365 691;1 470 686 938 1134;0 1155 613 1270 805;0 424 608 559 646;0 335 684 511 735;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x32785_y49944_side1536.jpg,0 575 720 711 780;0 464 655 532 728;0 929 462 1039 564;0 1231 340 1349 418;0 185 1126 310 1189;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x33246_y49552_side1536.jpg,0 114 1112 250 1172;0 3 1047 71 1120;0 468 854 578 956;0 770 732 888 810;0 932 580 1095 682;0 235 128 352 174;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x32844_y48566_side1536.jpg,0 637 1114 754 1160;0 684 875 782 1022;0 1232 546 1300 726;0 1225 153 1294 276;0 1065 179 1114 318;0 912 111 1055 191;0 884 23 986 118;0 232 328 308 472;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x32840_y47742_side1536.jpg,0 1229 977 1298 1100;0 1069 1003 1118 1142;0 916 935 1059 1015;0 888 847 990 942;0 661 805 762 941;0 236 1152 312 1296;0 1019 354 1108 545;0 1160 245 1222 380;0 1267 165 1453 234;0 1273 60 1386 160;0 1214 2 1308 96;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x33484_y47144_side1536.jpg,0 375 952 464 1143;0 516 843 578 978;0 623 763 809 832;0 629 658 742 758;0 570 600 664 694;0 434 487 521 621;0 582 467 700 513;0 1052 782 1181 858;0 1241 420 1384 477;0 1232 320 1380 371;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x34048_y46697_side1536.jpg,0 59 1210 245 1279;0 65 1105 178 1205;0 6 1047 100 1141;0 18 914 136 960;0 488 1229 617 1305;0 677 867 820 924;0 668 767 816 818;0 958 823 1010 917;0 933 660 988 810;0 1269 41 1346 202;0 887 217 934 324;0 779 299 935 538;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x34835_y45962_side1536.jpg,0 482 776 559 937;0 640 899 830 972;0 100 952 147 1059;0 820 363 869 520;0 1056 326 1107 440;0 1126 685 1245 738;0 1253 569 1332 740;0 1434 733 1500 807;0 1240 204 1350 314;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x34090_y45746_side1536.jpg,0 1227 992 1304 1153;0 845 1168 892 1275;0 737 1250 893 1489;0 716 509 781 685;0 229 265 313 366;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x35714_y45818_side1536.jpg,0 177 470 228 584;0 247 829 366 882;0 374 713 453 884;0 555 877 621 951;0 656 854 731 952;0 681 995 817 1116;0 913 854 1058 944;0 702 673 801 739;0 361 348 471 458;0 759 214 841 324;0 1290 1095 1380 1237;0 1163 1180 1213 1357;0 1322 1446 1451 1510;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x35328_y45474_side1536.jpg,0 147 1387 337 1460;0 327 851 376 1008;0 563 814 614 928;0 633 1173 752 1226;0 760 1057 839 1228;0 941 1221 1007 1295;0 1042 1198 1117 1296;0 1067 1339 1203 1460;0 1299 1198 1444 1288;0 1088 1017 1187 1083;0 747 692 857 802;0 1145 558 1227 668;0 618 340 700 450;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x36123_y46308_side1536.jpg,0 146 387 212 461;0 247 364 322 462;0 272 505 408 626;0 504 364 649 454;0 293 183 392 249;0 1014 416 1147 497;0 881 605 971 747;0 754 690 804 867;0 913 956 1042 1020;0 1126 1006 1267 1056;0 973 1091 1085 1163;0 42 1112 183 1230;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x37910_y46364_side1536.jpg,0 619 424 679 565;0 560 552 647 671;0 1080 505 1118 646;0 410 540 499 634;0 385 406 491 504;0 842 1037 920 1125;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x36844_y46720_side1536.jpg,0 293 4 426 85;0 160 193 250 335;0 33 278 83 455;0 192 544 321 608;0 405 594 546 644;0 252 679 364 751;0 1037 861 1084 973;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x32309_y43686_side1536.jpg,0 890 897 972 1037;0 1002 874 1109 1004;0 767 724 813 812;0 787 507 979 616;0 856 328 997 424;0 581 313 674 381;0 420 1159 542 1222;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31424_y44294_side1536.jpg,0 1305 551 1427 614;0 823 933 866 1050;0 875 941 936 1053;0 929 1058 1005 1176;0 417 376 540 463;0 379 258 500 326;0 206 311 308 443;0 127 685 213 802;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30509_y43864_side1536.jpg,0 1332 806 1455 893;0 1294 688 1415 756;0 1121 741 1223 873;0 556 841 640 979;0 478 911 560 1095;0 1042 1115 1128 1232;0 291 434 438 501;0 692 309 806 416;0 645 794 800 909;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30543_y44469_side1536.jpg,0 1298 201 1421 288;0 1260 83 1381 151;0 1087 136 1189 268;0 522 236 606 374;0 444 306 526 490;0 1008 510 1094 627;0 553 1074 657 1204;0 487 1045 561 1128;0 611 189 766 304;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31161_y45680_side1536.jpg,0 461 496 544 604;0 367 550 425 655;0 699 616 780 762;0 644 466 722 622;0 902 632 1061 812;0 1137 509 1211 616;0 1211 810 1377 905;0 1046 1149 1143 1251;0 611 914 689 1023;0 316 956 408 1028;0 91 1369 248 1430;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x31365_y46098_side1536.jpg,0 257 78 340 186;0 163 132 221 237;0 495 198 576 344;0 440 48 518 204;0 698 214 857 394;0 933 91 1007 198;0 1007 392 1173 487;0 842 731 939 833;0 407 496 485 605;0 112 538 204 610;0 850 1043 995 1152;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x30294_y46554_side1536.jpg,0 1183 82 1275 154;0 958 495 1115 556;0 922 956 1079 1067;0 472 819 528 931;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x27987_y51126_side1536.jpg,0 743 706 793 831;0 190 1372 304 1488;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x26156_y47004_side1536.jpg,0 712 565 841 784;0 869 447 972 591;0 361 180 502 255;0 1056 1273 1156 1364;0 1458 1157 1530 1241;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23774_y45763_side1536.jpg,0 709 721 827 816;0 1246 1279 1332 1406;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x23401_y47043_side1536.jpg,0 763 471 896 617;0 263 348 374 414;0 813 682 956 881;0 1139 1078 1296 1233;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22728_y46259_side1536.jpg,0 839 526 925 704;0 596 711 752 794;0 496 300 594 445;0 200 1157 317 1292;0 936 1132 1047 1198;
E:\wei\glandular1536_20211217\images\TG2368912.svs_x22114_y46289_side1536.jpg,0 1210 681 1366 764;0 1110 270 1208 415;0 586 591 716 704;0 814 1127 931 1262;0 318 1035 393 1138;0 207 846 289 979;0 9 1190 211 1362;
